"mei_fi_id";"fi_id_cou";"fi_year";"fi_date";"ser_x";"ser_y";"ser_cou_code";"ser_nameshort";"ser_emu_nameshort";"ser_hty_code";"lengthmm";"weightg";"ageyear";"female_proportion";"method_sex";"sex";"sex_source";"fi_lfs_code";"ser_lfs_code";"lfs_code";"lfs_code_source";"sai_samplingstrategy";"sai_samplingobjective";"fi_comment";"sai_comment";"ser_qal_id";"source";"issue";"action"
290616;NA;1996;1996-10-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";323;59;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290617;NA;1996;1996-10-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";354;80;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290618;NA;1996;1996-10-30;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";365;77;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290619;NA;1996;1996-10-30;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";403;86;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290620;NA;1996;1996-10-30;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";380;86;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290621;NA;1996;1996-10-30;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";396;80;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290622;NA;1996;1996-10-30;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";342;60;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290623;NA;1996;1996-10-14;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";364;90;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290624;NA;1996;1996-10-25;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";349;70;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290625;NA;1996;1996-10-25;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";410;120;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290626;NA;1996;1996-10-25;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";343;80;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290627;NA;1996;1996-10-25;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";345;73;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290628;NA;1996;1996-10-25;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";341;70;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290629;NA;1996;1996-10-29;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";380;91;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290630;NA;1996;1996-10-30;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";391;74;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290631;NA;1996;1996-10-29;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";590;379;NA;1;NA;"f";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290632;NA;1997;1997-03-20;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";580;318;NA;1;NA;"f";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290633;NA;1997;1997-03-20;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";565;331;NA;1;NA;"f";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290634;NA;1997;1997-03-20;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";385;76;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
